철수야 , 이 학생이 할머니께 후배를 소개했어 .
지은아 , 한 여자가 교수님께 친구를 소개했습니다 .

지은아 , 한 여자가 교수님께 지인을 소개했어 .
지은아 , 한 여자가 교수님께 지인을 소개했어요 .
지은아 , 한 여자가 교수님께 지인을 소개했습니다 .

지은아 , 한 여자가 목사님께 후배를 소개했어 .
지은아 , 한 여자가 목사님께 후배를 소개했어요 .
지은아 , 한 여자가 목사님께 후배를 소개했습니다 .

지은아 , 한 여자가 목사님께 동생을 소개했어 .
지은아 , 한 여자가 목사님께 동생을 소개했어요 .
지은아 , 한 여자가 목사님께 동생을 소개했습니다 .

지은아 , 한 여자가 목사님께 친구를 소개했어 .
지은아 , 한 여자가 목사님께 친구를 소개했어요 .
지은아 , 한 여자가 목사님께 친구를 소개했습니다 .

지은아 , 한 여자가 목사님께 지인을 소개했어 .
지은아 , 한 여자가 목사님께 지인을 소개했어요 .
지은아 , 한 여자가 목사님께 지인을 소개했습니다 .

