철수야 , 이 학생이 현우에게 후배를 소개했어 .
지은아 , 한 여자가 민주에게 친구를 소개했습니다 .

지은아 , 한 여자가 민주에게 지인을 소개했어 .
지은아 , 한 여자가 민주에게 지인을 소개했어요 .
지은아 , 한 여자가 민주에게 지인을 소개했습니다 .

지은아 , 한 여자가 지우에게 후배를 소개했어 .
지은아 , 한 여자가 지우에게 후배를 소개했어요 .
지은아 , 한 여자가 지우에게 후배를 소개했습니다 .

지은아 , 한 여자가 지우에게 동생을 소개했어 .
지은아 , 한 여자가 지우에게 동생을 소개했어요 .
지은아 , 한 여자가 지우에게 동생을 소개했습니다 .

지은아 , 한 여자가 지우에게 친구를 소개했어 .
지은아 , 한 여자가 지우에게 친구를 소개했어요 .
지은아 , 한 여자가 지우에게 친구를 소개했습니다 .

지은아 , 한 여자가 지우에게 지인을 소개했어 .
지은아 , 한 여자가 지우에게 지인을 소개했어요 .
지은아 , 한 여자가 지우에게 지인을 소개했습니다 .

