철수야 , 이 학생이 현우에게 의원님을 소개했어 .
지은아 , 한 남자가 영호에게 시장님을 소개했어요 .
지은아 , 한 남자가 영호에게 시장님을 소개했습니다 .

지은아 , 한 남자가 영호에게 사장님을 소개했어 .
지은아 , 한 남자가 영호에게 사장님을 소개했어요 .
지은아 , 한 남자가 영호에게 사장님을 소개했습니다 .

지은아 , 한 남자가 영호에게 작가님을 소개했어 .
지은아 , 한 남자가 영호에게 작가님을 소개했어요 .
지은아 , 한 남자가 영호에게 작가님을 소개했습니다 .

지은아 , 한 남자가 민주에게 의원님을 소개했어 .
지은아 , 한 남자가 민주에게 의원님을 소개했어요 .
지은아 , 한 남자가 민주에게 의원님을 소개했습니다 .

지은아 , 한 남자가 민주에게 시장님을 소개했어 .
지은아 , 한 남자가 민주에게 시장님을 소개했어요 .
지은아 , 한 남자가 민주에게 시장님을 소개했습니다 .

지은아 , 한 남자가 민주에게 사장님을 소개했어 .
지은아 , 한 남자가 민주에게 사장님을 소개했어요 .
지은아 , 한 남자가 민주에게 사장님을 소개했습니다 .

지은아 , 한 남자가 민주에게 작가님을 소개했어 .
지은아 , 한 남자가 민주에게 작가님을 소개했어요 .
지은아 , 한 남자가 민주에게 작가님을 소개했습니다 .

지은아 , 한 남자가 지우에게 의원님을 소개했어 .
지은아 , 한 남자가 지우에게 의원님을 소개했어요 .
지은아 , 한 남자가 지우에게 의원님을 소개했습니다 .

지은아 , 한 남자가 지우에게 시장님을 소개했어 .
지은아 , 한 남자가 지우에게 시장님을 소개했어요 .
지은아 , 한 남자가 지우에게 시장님을 소개했습니다 .

지은아 , 한 남자가 지우에게 사장님을 소개했어 .
지은아 , 한 남자가 지우에게 사장님을 소개했어요 .
지은아 , 한 남자가 지우에게 사장님을 소개했습니다 .

지은아 , 한 남자가 지우에게 작가님을 소개했어 .
지은아 , 한 남자가 지우에게 작가님을 소개했어요 .
지은아 , 한 남자가 지우에게 작가님을 소개했습니다 .

지은아 , 한 여자가 현우에게 의원님을 소개했어 .
지은아 , 한 여자가 현우에게 의원님을 소개했어요 .
지은아 , 한 여자가 현우에게 의원님을 소개했습니다 .

지은아 , 한 여자가 현우에게 시장님을 소개했어 .
지은아 , 한 여자가 현우에게 시장님을 소개했어요 .
지은아 , 한 여자가 현우에게 시장님을 소개했습니다 .

지은아 , 한 여자가 현우에게 사장님을 소개했어 .
지은아 , 한 여자가 현우에게 사장님을 소개했어요 .
지은아 , 한 여자가 현우에게 사장님을 소개했습니다 .

지은아 , 한 여자가 현우에게 작가님을 소개했어 .
지은아 , 한 여자가 현우에게 작가님을 소개했어요 .
지은아 , 한 여자가 현우에게 작가님을 소개했습니다 .

지은아 , 한 여자가 영호에게 의원님을 소개했어 .
지은아 , 한 여자가 영호에게 의원님을 소개했어요 .
지은아 , 한 여자가 영호에게 의원님을 소개했습니다 .

지은아 , 한 여자가 영호에게 시장님을 소개했어 .
지은아 , 한 여자가 영호에게 시장님을 소개했어요 .
지은아 , 한 여자가 영호에게 시장님을 소개했습니다 .

지은아 , 한 여자가 영호에게 사장님을 소개했어 .
지은아 , 한 여자가 영호에게 사장님을 소개했어요 .
지은아 , 한 여자가 영호에게 사장님을 소개했습니다 .

지은아 , 한 여자가 영호에게 작가님을 소개했어 .
지은아 , 한 여자가 영호에게 작가님을 소개했어요 .
지은아 , 한 여자가 영호에게 작가님을 소개했습니다 .

지은아 , 한 여자가 민주에게 의원님을 소개했어 .
지은아 , 한 여자가 민주에게 의원님을 소개했어요 .
지은아 , 한 여자가 민주에게 의원님을 소개했습니다 .

지은아 , 한 여자가 민주에게 시장님을 소개했어 .
지은아 , 한 여자가 민주에게 시장님을 소개했어요 .
지은아 , 한 여자가 민주에게 시장님을 소개했습니다 .

지은아 , 한 여자가 민주에게 사장님을 소개했어 .
지은아 , 한 여자가 민주에게 사장님을 소개했어요 .
지은아 , 한 여자가 민주에게 사장님을 소개했습니다 .

지은아 , 한 여자가 민주에게 작가님을 소개했어 .
지은아 , 한 여자가 민주에게 작가님을 소개했어요 .
지은아 , 한 여자가 민주에게 작가님을 소개했습니다 .

지은아 , 한 여자가 지우에게 의원님을 소개했어 .
지은아 , 한 여자가 지우에게 의원님을 소개했어요 .
지은아 , 한 여자가 지우에게 의원님을 소개했습니다 .

지은아 , 한 여자가 지우에게 시장님을 소개했어 .
지은아 , 한 여자가 지우에게 시장님을 소개했어요 .
지은아 , 한 여자가 지우에게 시장님을 소개했습니다 .

지은아 , 한 여자가 지우에게 사장님을 소개했어 .
지은아 , 한 여자가 지우에게 사장님을 소개했어요 .
지은아 , 한 여자가 지우에게 사장님을 소개했습니다 .

지은아 , 한 여자가 지우에게 작가님을 소개했어 .
지은아 , 한 여자가 지우에게 작가님을 소개했어요 .
지은아 , 한 여자가 지우에게 작가님을 소개했습니다 .

